county,2020-01-01,2020-01-02,2020-01-03,2020-01-04,2020-01-05,2020-01-06,2020-01-07,2020-01-08,2020-01-09,2020-01-10,2020-01-11,2020-01-12,2020-01-13,2020-01-14,2020-01-15,2020-01-16,2020-01-17,2020-01-18,2020-01-19,2020-01-20,2020-01-21,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-19,2020-09-20,2020-09-21,2020-09-22,2020-09-23,2020-09-24,2020-09-25,2020-09-26,2020-09-27,2020-09-28,2020-09-29,2020-09-30,2020-10-01,2020-10-02,2020-10-03,2020-10-04,2020-10-05,2020-10-06,2020-10-07,2020-10-08,2020-10-09,2020-10-10,2020-10-11,2020-10-12,2020-10-13,2020-10-14,2020-10-15,2020-10-16,2020-10-17,2020-10-18,2020-10-19,2020-10-20,2020-10-21,2020-10-22,2020-10-23,2020-10-24,2020-10-25,2020-10-26,2020-10-27,2020-10-28,2020-10-29,2020-10-30,2020-10-31
IL-Lake,45399,76186,83251,78458,63694,84060,90296,92520,96057,106752,75728,67271,83914,84282,92769,93693,85964,82807,69090,76985,83980,91952,85868,98791,76842,67540,87110,80916,81773,87124,99633,82288,59333,76758,77300,76392,76727,88255,85618,58487,78930,78713,79193,78246,85015,73952,61674,61993,74401,77280,83227,85527,81375,65984,80504,56977,85227,85544,87032,81338,64717,72475,79902,77321,82289,89952,84152,67833,73627,76092,75112,78701,84021,59052,48056,48605,44889,38797,37778,34755,20761,19783,28429,25375,18153,27188,28613,26346,22208,28821,27165,28029,28859,32910,28332,23220,27019,28870,28271,28015,31539,29655,16492,23840,24228,25661,26948,27621,30114,24985,27850,29631,28804,30883,32819,29581,27981,29883,31187,28300,31492,37966,37083,29385,30456,31389,34943,34643,36511,41245,26162,31709,34506,35565,31866,39209,39536,24826,34331,32998,38102,38383,43140,38809,36345,31399,38656,38728,38634,48743,48037,39401,44168,46793,47905,50229,54801,52147,42005,50058,47261,48666,53595,52594,51379,44608,49267,48753,50623,54486,54921,55710,41219,47326,52978,54334,57296,52955,56781,47879,47674,57404,55780,57133,59474,42435,43647,52259,52666,49917,55715,61638,58566,48992,54523,55934,52907,58588,62525,56421,46239,53483,55390,59113,60092,63149,60426,48623,53768,58330,59606,60742,64963,62662,53568,55107,60915,60722,62599,65068,61243,49439,52340,63023,60853,61668,66338,61375,52590,56075,59342,58025,59849,70381,67001,51012,52147,54037,52578,53332,54873,63798,47261,48998,54669,56208,59695,65689,65105,49728,47316,47160,53372,52943,59736,59157,49232,50462,49301,56562,54403,54520,58464,44014,44809,50663,56756,55735,62981,63101,49726,49386,52764,54083,53221,61113,60831,45066,50341,50032,58066,58571,64542,64638,51844,50666,54679,57031,56324,60882,62158,45121,49330,51022,52533,53498,57834,61858,46566,47282,49263,53000,53007,59263,53263
IL-Will,51259,79601,88231,83124,71004,83221,91980,95710,98088,107973,81810,71874,89820,88689,97229,97106,92095,85566,72197,76778,87503,94804,86766,101179,77329,68304,89765,83362,84390,90465,105037,87948,62581,83941,81744,77907,81305,94280,90190,63014,85373,85199,83791,83840,93385,78302,67350,64202,78406,83511,89348,92464,87154,72846,85600,59630,89512,90868,93960,90876,72376,82289,88030,85300,89987,95250,90973,71352,78993,80525,79849,84630,92107,66574,54913,63455,50517,42098,43550,37592,23517,21643,31447,27952,20039,31536,33121,31236,25266,34947,30891,32128,33965,37699,32855,26988,31137,32892,32890,32413,36767,36351,17349,26807,28232,29553,32332,30654,35123,28224,32037,34552,33493,35825,38349,33717,32417,34159,35604,31403,35810,43353,41555,32665,35352,34408,39706,39875,42317,47556,30958,35791,38540,40264,36616,44322,44835,28600,40264,38874,43961,43856,50186,44033,39827,35076,43906,43632,45431,56047,54857,43026,50001,51484,54576,56203,60320,57712,47373,56806,51774,56777,61193,59623,58100,50608,56313,55787,57685,60773,60235,61894,44204,54001,60752,62409,63405,61221,61687,51491,55277,61180,61519,62499,66646,46223,45770,57830,58805,55618,62891,65515,60633,52326,59368,60905,57673,64719,67167,60936,47698,60192,60219,65348,64795,68010,63071,53730,58222,63116,65847,65159,67622,63554,57387,61529,65406,66477,66150,69439,64543,53157,57506,65850,66145,67280,71930,66087,55402,61601,64865,64976,68142,77359,70731,55052,62072,63257,60337,62042,59158,65504,47717,54333,56887,61643,66096,69375,64541,48922,49353,54658,61036,59643,65468,62994,52548,57154,55057,62775,59802,59442,65110,49514,51650,58436,66038,64852,72174,67864,55385,58147,61418,63205,64645,69535,67809,49545,59763,57786,67426,67428,71594,69256,57952,58561,63064,64021,64776,72573,68954,49412,58311,59814,60807,65563,64640,66426,50452,55801,57713,62480,61756,68911,56594
IN-Lake,37304,55744,62932,58340,48483,57989,62530,66030,67879,72740,56968,48528,60004,58284,66379,65105,63724,60197,49691,52482,57595,65921,58833,69430,52436,46989,61664,54565,56111,59784,71962,60259,42554,54733,51672,50587,50798,59984,60203,42599,54738,54356,54432,49121,58449,53515,43873,43575,49249,52595,57575,59799,56445,46929,55020,42659,58577,61274,63643,60003,47348,55560,55501,53326,57128,59614,57214,46847,49522,50981,50668,53662,64171,44812,39018,39336,35576,31432,32781,28036,19532,19866,29179,23721,16703,23696,25395,22766,18134,25906,24687,26508,27245,30342,24670,20332,25102,27231,26235,25197,27920,26922,13157,21210,22335,24023,25928,24502,26186,20829,25526,27525,26826,27467,29444,25637,24633,28290,29313,25755,27601,35454,32351,24222,28568,28995,31203,32389,33339,35838,23742,30688,32844,34028,29908,35370,35222,25330,34320,34571,37519,38400,42679,38836,34817,31624,39557,39650,40325,45019,43706,33106,39896,42527,44319,43826,48209,45358,36912,45474,43514,43859,47661,45715,44885,40956,45225,42623,45286,47778,48402,51127,36676,43144,46489,48820,49864,50035,50461,41400,42705,47718,46216,47857,53840,35836,35750,43070,41692,40246,47080,49997,45711,38256,43370,43497,43584,45825,49153,44700,33102,42271,43178,47609,49485,52161,47363,37836,42081,44718,46861,47188,50082,47211,41229,45670,47930,48441,47179,50464,45537,36436,42621,48754,47963,48853,51839,48387,39739,43822,47271,46585,48959,56746,51533,39126,43575,44451,42290,44733,44707,47014,33506,38711,42612,45570,49784,54135,50113,39592,34523,42022,45769,46716,51145,48475,37973,42470,40394,45446,44465,44709,48829,36865,37218,40434,46038,46711,52417,49684,40272,42368,44631,45210,46466,52163,52368,35726,42243,41394,46776,48652,52753,55140,43016,41916,44307,45205,47320,52324,50545,36352,41815,41938,44188,46726,48635,50095,37795,40351,42324,45902,45259,52224,41856
IN-Marion,78088,133376,145243,123481,98854,138249,147517,157725,161811,166695,137598,110033,149856,133007,157700,160014,177289,188888,148965,127301,134711,158098,139504,172190,147932,112531,145787,130202,137474,144067,177431,143060,94947,137912,125860,124170,125180,148134,146378,102920,138166,131424,130494,122554,147331,133027,99649,111583,124948,128351,140486,148092,143695,100379,124985,107865,142998,147326,145456,143364,99720,125706,165783,153183,170365,168980,157084,123359,151468,122714,120684,123000,125578,82221,72035,87202,77502,69933,70465,63540,40763,43025,69424,54712,33167,52212,51598,44501,38043,54984,51387,51917,53229,59623,47091,35148,48843,51171,53962,48824,54578,47251,25975,41935,56003,56513,58266,59085,57475,45232,50786,54757,54742,53755,62654,53424,41399,60037,60225,56105,55716,67961,59271,40524,59454,58101,62731,62565,64709,61328,45495,58885,63778,62162,62487,66435,62270,49241,66042,65665,66054,68483,78559,65619,54489,52244,72665,71601,72307,80444,74378,57851,76134,80437,84017,80703,84794,72230,59070,81684,82957,83874,88679,85008,74215,65484,82438,79782,81180,89506,89551,84918,58370,84455,87098,91590,93811,100203,82454,66545,82546,88516,84186,85299,88818,63005,63159,88219,89831,81184,92845,105495,92456,68024,84162,84771,87275,88253,100014,91657,63929,82903,87892,91527,94629,106883,98407,73096,83269,92645,96220,93201,105882,101249,84898,90538,98171,98655,97703,104267,92205,67750,92730,94839,95100,98841,110078,103929,81210,96091,99895,98120,105708,121941,102851,74243,93010,93665,92035,94135,93800,89342,62778,84474,98625,98181,108842,113482,103200,82913,70975,98760,103737,102826,113188,99535,73071,95854,90815,102336,100935,97855,95499,70556,85224,90001,100398,99646,111298,98805,77318,92756,97887,102280,100045,108589,96091,61433,90946,84423,97048,100523,106303,94145,72870,84088,89100,92085,91209,103712,92180,73085,86791,88728,91011,98346,104165,97118,71226,87646,92228,95592,96585,110508,85934
IA-Polk,50767,85453,95429,84561,62498,86370,89239,91461,97382,89406,74575,60145,82956,84388,90918,92714,51682,69817,59469,76966,84491,85615,88078,96142,81488,60395,88468,83991,84997,91204,103148,88891,55525,82040,79830,78507,83861,86743,89389,60081,81211,81701,81309,75231,95160,89330,62499,73866,77298,84447,99931,108004,97306,63774,79591,59008,89277,89091,94647,93480,63419,82370,87737,85003,89853,103195,96517,65990,85456,83782,81230,81913,82944,62564,49237,52618,45294,38793,37460,33729,23470,25236,37194,31384,20812,36163,36068,31120,25933,38230,37424,35906,35418,35229,33121,25099,31613,34577,32812,31429,36223,30263,13756,28530,29930,30961,30747,35463,33576,26560,32866,35572,36802,37618,39870,37424,29716,37931,36205,36077,39935,45165,39396,30544,37039,36614,38848,41139,43832,43966,32734,39176,39846,38517,39175,49199,46378,33697,44723,45311,47098,48846,55211,49310,38121,36641,49809,52272,53864,61077,59597,46993,50798,50633,51999,53998,58423,52333,39901,53105,49917,52368,55622,59026,56625,46486,53477,53224,54210,57014,60994,64643,45703,53848,56449,58111,59463,64510,62120,48274,54924,58800,57518,57301,60165,43736,42431,55878,55907,55163,67481,72938,68136,48705,56416,54160,56167,61984,66787,61362,48061,53140,56597,60483,63925,68408,66590,49209,58364,63109,63845,65722,72767,71775,57387,59919,61103,60219,61016,72559,68458,49446,54998,59666,62490,65407,70819,71177,54964,60396,62973,60759,64568,75730,71277,48868,55249,55251,56135,56757,58091,64234,44354,53626,57243,58040,62425,66730,59934,46583,42174,53231,54869,56307,61260,60368,48599,54539,54121,58561,59144,60282,63687,45861,48468,53573,58027,58504,65709,65867,47271,53820,55634,58531,60903,67525,67095,46734,55865,55435,60552,63462,68380,64977,50072,56136,58044,59929,60643,67627,67910,46061,51987,55088,58606,59704,67321,62294,43540,52204,57408,57902,61117,67411,60619
KY-Jefferson,79028,120160,132209,122419,99136,127729,135558,140866,144270,157833,126003,102280,130485,120724,141487,137198,134341,125307,102607,113874,117965,140357,129327,146863,110339,93742,130603,115839,117055,123433,150786,121826,83230,116585,107812,111767,114373,126928,124616,90724,113253,113479,115406,123004,135768,117574,89758,100912,102318,113525,125014,130523,122079,93230,111915,98460,132894,137650,139411,127470,98068,113211,117754,110954,120521,134242,131820,92753,108182,107095,107165,101906,124894,79781,62870,75334,70911,66149,63609,55514,32942,38254,63972,46636,34293,53411,53227,47002,37779,53823,47417,48425,59878,59956,52728,42227,53274,54368,50980,50185,52640,45409,22723,39273,42148,46064,47007,48466,44987,32929,47208,51766,52552,47185,58335,45990,34406,54146,54684,52161,49658,61666,50890,34980,52770,50787,55595,56254,54734,57247,41896,51676,54950,53300,59487,58337,51683,43306,54626,59815,62622,62997,72125,57767,48023,47388,66216,67516,72376,77840,64738,53314,70515,71820,74521,71004,79274,63250,51538,73738,73869,75146,78257,75982,64984,54592,74471,71384,73717,78216,77348,69206,46490,73900,75402,79866,80343,81507,66151,53734,71286,77050,77016,76155,77034,52129,50962,70444,71896,67533,75847,83514,66773,53801,75079,74632,77150,78631,84356,70565,55122,70246,75189,77292,74725,86076,70134,54719,71637,75492,79781,74502,83801,72981,61877,76932,81402,82864,83183,89570,75306,56682,77749,80937,80179,79618,88919,80824,62224,78944,81876,84701,89247,99644,81042,62522,80503,72784,77856,80916,77636,77660,53964,69896,82990,82968,87614,94855,74189,63312,59577,80680,84853,85472,91590,82480,60588,79452,73478,83023,83233,82160,79592,59949,71078,71267,71954,74668,85212,72065,62553,73666,79775,83416,82736,89752,74883,53306,76024,70044,82320,85724,90987,80296,64238,75670,80908,81618,82029,91253,77947,61319,73109,77848,82537,85444,91162,84795,63236,75897,78534,81135,78318,90135,69243
LA-East Baton Rouge,40716,68281,78211,69409,50300,75284,79388,86026,93339,91777,69672,58161,69499,73747,94170,91631,92856,84332,64926,74981,82637,89973,82372,98775,71716,51001,88089,81113,81485,86422,98606,77994,50686,80553,78423,75981,78166,87049,77658,57788,79320,79586,80877,82251,94590,79604,54420,75854,77924,78086,83094,83843,69593,45633,60877,45000,80638,83748,89103,79754,57312,78549,79639,70693,80192,85173,74770,56050,73885,74736,76598,77551,85339,56297,41678,54157,44352,41253,40503,32140,18160,22839,35318,24899,15639,28544,29331,23998,18690,28856,28405,29352,29663,31844,24213,18992,27679,27709,28679,31061,28777,25582,11744,26413,27858,30313,30104,31565,25446,18927,29500,32156,32974,31522,36441,28897,23027,33772,31662,32022,35940,41657,30973,22092,34847,36843,37474,38778,36176,35735,24121,36809,39376,39142,36101,43495,36871,28245,44158,46048,46116,46975,50245,37904,31917,32535,44363,48535,49371,52996,43897,33786,48811,50386,51648,53211,57328,46905,25126,43032,53855,53520,55933,56464,47302,35622,51787,52267,54873,57443,56478,50057,31352,48348,50547,50130,52197,58422,48949,36651,50180,53478,49605,47883,45516,29997,27551,39858,44429,45293,48541,52934,46580,32719,45732,46882,48090,46393,53214,43554,31946,45232,47060,50245,49453,50989,44693,32548,43569,46025,51906,52457,55221,50013,38287,51604,55654,56598,56447,59516,50049,35781,51978,52842,53450,52240,59309,56503,42926,55833,56719,56745,57800,68761,58013,46866,47917,49296,46267,35097,54800,53870,38920,52193,59772,58351,60145,62175,52222,39667,38209,54909,56906,58330,62146,55442,39959,55818,52238,56080,57336,57048,51741,35484,46015,53256,55797,58124,66646,54443,43203,52174,56384,58662,59639,66784,57578,39191,55064,55731,61889,62716,34661,45635,43113,57817,60214,59855,61609,67754,61354,44145,56049,58075,59485,61515,65824,67083,45157,56776,59288,50506,63913,69538,55653
LA-Jefferson,43665,76546,78689,75561,51337,73640,77854,80547,82287,89951,69453,61555,71047,69742,80853,79185,80051,83748,64444,75372,68842,76907,70698,87175,68198,52749,75369,65665,67477,72404,88632,74692,51646,69298,63908,61771,65318,77007,76994,59034,69474,64172,68214,68535,80446,75441,53093,63008,62569,64610,70003,76217,66502,63578,69407,44253,74226,71931,74051,69243,53154,66316,68810,63126,69397,76067,72443,55539,65662,62535,63038,65948,77431,55322,41976,50957,43534,40087,40089,33319,19862,24987,33572,25075,17418,28853,29743,25794,21320,29048,28501,29632,29203,32530,26543,21092,26286,26723,29133,30246,30479,28229,13957,26628,27254,29894,29706,31823,24786,21365,29322,32634,33179,31159,36717,31309,25164,33409,33699,31071,35990,39672,33339,24121,34010,35666,36415,37230,38433,37554,26950,34854,37420,36994,36508,40560,37428,30672,41897,43869,44399,46240,48647,39935,32262,33899,42984,46256,47718,51374,43850,35284,47755,49286,50168,51170,54697,44351,18942,39385,51577,50018,55128,53484,48051,37926,51294,50562,52274,55318,56119,52414,31222,47656,50724,47590,54224,57253,48374,38277,50259,53303,49851,47323,49643,31686,31791,44582,46025,46690,51343,54518,46819,33852,46578,48281,47804,46573,53989,45669,34112,47064,49694,50941,49101,50288,47331,32938,44757,46651,52826,54464,55323,50356,39498,51257,53588,53005,53326,56292,47224,35831,52149,51109,50408,52040,55362,51293,39699,49166,50876,50045,51202,61507,53958,42687,34622,41545,40613,38920,48364,47959,32983,43136,50762,50469,54605,55759,48412,38020,35594,48540,50930,51369,55113,48971,38847,43354,30485,48274,50539,49074,46057,33727,40308,45354,50687,52262,58604,49916,39847,48505,50909,52008,53751,58839,52074,35063,47894,46812,53673,53813,51273,51349,40349,50647,50714,52075,53683,59412,53908,41485,49492,50657,52455,54804,56158,54691,39631,51600,53728,26505,31552,42329,39988
LA-Orleans,80017,72139,69656,77883,74435,66775,67809,74847,78541,80812,72299,89445,109362,69727,73111,76778,86629,113999,84658,55265,62282,73625,66840,84688,75910,53777,74863,62473,62159,69806,87921,80691,50297,61828,58683,56180,59693,79736,88839,62686,65424,61741,62239,64856,89368,94641,65140,61575,58403,73239,70810,104805,145636,118716,94709,80808,65206,62528,67195,71956,54975,60381,63431,53652,60667,74421,78564,67503,65770,61769,62002,61109,70124,52085,37527,34250,28371,25130,23789,19570,11452,13550,20204,15575,13447,17125,17118,14107,12437,17693,17054,17643,17169,17819,13663,11770,15729,16304,16845,17147,15850,13701,8957,15109,15730,16660,16714,17490,12287,11228,16677,18700,18674,17154,20431,16144,13518,18715,18947,16829,20051,21702,17002,12791,17857,19154,20069,20134,19211,16694,14104,18337,20122,20547,19195,19504,18380,15974,21856,23443,23055,23428,24433,20358,18105,16779,22635,24793,25585,26352,22210,18175,25224,26067,25748,27004,28244,20450,10473,18038,25579,23756,27828,28568,25797,21173,26324,26415,28126,29520,29532,27227,19078,24584,26260,24946,29106,31723,27209,20915,26451,28459,26371,25074,26660,19893,18166,22489,23680,24023,26860,29262,25558,18712,23815,25032,24826,24307,29749,25104,18739,24441,26268,27967,26582,27380,24880,17100,22418,23830,26846,28650,30181,28434,22354,27139,28924,29544,29302,32164,27324,22640,30965,31724,31516,31454,34232,31119,24659,30400,31429,31983,32932,42088,34236,24627,18648,23350,25431,24038,30493,27794,19856,28487,32801,32879,35155,36973,34710,29502,23118,31002,32351,33715,37017,31510,23537,26850,17487,30361,32339,32120,28150,20967,25289,28708,32008,33624,38092,33777,26679,30623,31834,33191,33801,38297,35750,23606,31014,29578,33685,32280,30739,30658,26112,31052,32394,34876,35727,40753,40680,28791,31565,31919,33213,35539,38853,41708,29327,32236,33436,17329,25107,34406,35607
MD-Anne Arundel,49997,72850,81274,76947,60884,73242,67211,75874,79900,88815,82211,65758,71803,66460,78255,76627,81729,70592,64695,69313,66054,77022,72242,88284,69865,57901,72495,66153,68509,67360,83775,75242,51448,66223,62299,62903,62886,72918,77627,58602,65064,63593,67570,67240,78174,70120,58092,60433,60971,63725,70310,73416,73349,57499,65426,53599,71703,71944,76630,72147,56650,64391,66166,64246,68231,74401,72762,57430,65023,59065,60526,65551,71325,53481,40979,46728,39271,37351,36004,31121,21485,25160,30277,24489,13742,27514,29183,23850,20975,31949,21248,22529,23496,27224,23861,18560,22589,22872,24160,24137,25934,26381,12683,18660,22231,23755,23543,26503,23716,19524,22351,24482,25333,25053,26288,27352,18216,24173,25967,27182,22907,31320,30549,20511,26844,27258,24529,28326,30320,32073,25044,25802,27277,29156,29603,32555,32068,25331,28307,30941,30415,31659,32417,33547,25479,25051,31030,31700,31282,36386,36214,30374,35491,35918,37340,36514,39422,39096,31277,37800,38455,37739,37291,41211,40357,34117,40175,39624,38463,43070,44395,45454,33529,41019,42266,45077,44439,48599,44816,37639,42580,45944,43433,43981,47905,34572,33696,39330,40907,39068,43319,48087,45110,35818,41044,42500,43404,43681,47484,44197,34899,38137,41645,40360,44095,46813,44718,37134,40480,42171,44483,44517,46197,49355,42959,45441,36520,46672,45867,48638,45245,35745,42750,42486,41307,41676,47525,47525,35896,41308,44181,42326,45353,52033,49347,38184,40148,40722,42319,42382,42208,45074,34966,36085,42496,43537,45095,52241,49870,40600,39127,41715,43244,41289,48083,51745,38728,41395,38878,45248,41235,43468,49823,36798,35523,39084,44778,43165,49002,49004,40394,41661,40754,45614,43869,49637,51768,37404,41327,38729,46155,46428,49560,52347,38455,39154,42360,46852,46369,50166,52907,42028,42289,41647,45217,45214,50100,52466,36970,40730,42007,45202,39204,50560,45708
MD-Baltimore,54676,95024,103794,91829,70125,95831,90884,99508,105595,115995,99554,76835,96477,89439,105356,102825,106102,78441,77067,88394,91473,103898,96477,115721,89925,74735,102511,94994,98666,101599,119051,100927,68643,98149,87101,92874,93477,102384,103511,76815,94064,93287,98067,95708,109043,89761,74555,89879,89128,90671,98233,100814,94269,74002,92779,70906,101706,100535,105076,93909,70261,90523,91457,90239,93723,97597,90133,68928,89324,84671,84153,87052,95961,67694,49263,60508,51407,49664,49706,44573,29755,31596,42583,34385,18874,39659,41596,32327,27044,45513,30293,33428,34637,39628,34213,26054,33766,33020,35036,33689,37262,36911,18868,27170,32567,34626,34386,38805,33796,26168,33215,34706,36388,36500,38448,39451,25453,35819,37624,39645,33294,45578,43200,28819,38260,38847,35249,40818,42254,43841,34123,36008,39135,40693,41524,46933,43821,33061,40586,42573,43033,43844,44811,46064,35051,35589,44343,45801,44090,51270,49760,38504,48396,48596,49778,49038,52849,51525,39445,51396,51955,51786,52580,56508,53846,42186,53098,52836,51914,56703,57636,58924,41954,50719,54151,58562,58220,62951,56435,44527,53783,57732,54190,54489,58473,41911,37896,48645,51180,49325,53637,57940,52863,39595,51287,54241,54271,53528,59630,53256,40826,49509,52478,50392,54592,57791,56072,42437,49770,53483,54804,53991,57140,53515,42788,52260,45848,56551,55265,57312,52335,40106,51806,51901,50641,50967,57007,53033,40516,49935,53872,53735,56687,66257,57505,43205,51554,52119,53202,52839,52842,52162,39310,47162,56560,55487,57279,64950,60757,46834,44714,50810,54576,52501,59492,59456,42910,51730,49011,56582,52931,52824,57574,40750,44479,48775,56667,54373,60416,58593,43841,49931,49940,54622,53868,62368,61187,41113,50600,49974,56955,57241,61293,59483,42411,47832,51831,55879,57069,61004,61400,44714,51082,52233,55132,54634,62082,61165,42182,51318,53175,56666,49814,62637,56347
MD-Baltimore City,37352,62322,68398,52024,42882,69353,74939,74330,82941,85505,80833,55978,74296,69716,82789,82079,78712,57399,52257,54263,70538,82054,73694,79882,57805,50434,78118,70832,74406,75649,84713,56323,42324,71158,67800,66286,65861,71255,61348,47014,68722,66801,70890,64714,69246,54315,44276,51614,62504,65322,69890,68019,54884,44028,65203,57733,74516,72439,70141,52044,39393,58788,59696,57452,60292,62309,50247,40957,59383,56676,54969,55783,55486,37922,29434,39420,37560,36995,37709,34524,24159,24641,33209,27908,19773,31968,32259,23186,21594,32969,25134,26378,26579,28644,21748,18709,25500,25304,26232,24434,24589,21898,15950,21757,24955,25395,25574,27018,21209,18373,25446,26312,27313,26772,26985,24019,17809,26950,27632,29415,25538,32410,27137,18798,27314,27365,26184,29373,28040,24979,21700,27529,28901,29931,30758,32775,26585,21025,29206,31130,30422,30843,30970,27798,22844,24369,31845,31547,31071,33075,28322,23927,33198,33332,34246,32656,33947,29370,24316,34233,33477,34020,33827,35611,30254,24709,33458,33589,33271,34918,34257,29585,24067,32735,33505,36316,35260,37354,29541,24467,32058,35025,31582,30104,29670,25433,20988,27825,28492,27519,31190,32141,28153,21155,29714,31191,31908,31595,33286,27944,21933,28269,31238,30986,33248,33440,29965,23871,29413,31761,31693,32668,33410,30096,25871,33305,29778,35555,34821,34795,28478,23209,30697,30830,30844,29833,31951,27338,22344,29918,32240,31000,33986,40679,31011,23488,29564,30396,31183,30615,30429,27088,22077,29965,35307,32803,35993,37209,34034,27866,24746,30815,33954,32920,35872,31340,24636,31488,29721,32966,31748,31025,29133,23387,27997,29967,33693,33573,35484,28931,25073,30636,29768,31565,30480,33117,28192,21602,30361,29538,32591,33434,33343,30942,24100,28009,31047,31827,33574,32702,29589,24007,29651,30978,30922,31929,33543,29485,22144,29761,31261,31903,28640,33619,28050
