county,2020-01-22,2020-01-23,2020-01-24,2020-01-25,2020-01-26,2020-01-27,2020-01-28,2020-01-29,2020-01-30,2020-01-31,2020-02-01,2020-02-02,2020-02-03,2020-02-04,2020-02-05,2020-02-06,2020-02-07,2020-02-08,2020-02-09,2020-02-10,2020-02-11,2020-02-12,2020-02-13,2020-02-14,2020-02-15,2020-02-16,2020-02-17,2020-02-18,2020-02-19,2020-02-20,2020-02-21,2020-02-22,2020-02-23,2020-02-24,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22,2020-08-23,2020-08-24,2020-08-25,2020-08-26,2020-08-27,2020-08-28,2020-08-29,2020-08-30,2020-08-31,2020-09-01,2020-09-02,2020-09-03,2020-09-04,2020-09-05,2020-09-06,2020-09-07,2020-09-08,2020-09-09,2020-09-10,2020-09-11,2020-09-12,2020-09-13,2020-09-14,2020-09-15,2020-09-16,2020-09-17,2020-09-18,2020-09-19,2020-09-20,2020-09-21,2020-09-22,2020-09-23,2020-09-24,2020-09-25,2020-09-26,2020-09-27,2020-09-28,2020-09-29,2020-09-30,2020-10-01,2020-10-02,2020-10-03,2020-10-04,2020-10-05,2020-10-06,2020-10-07,2020-10-08,2020-10-09,2020-10-10,2020-10-11,2020-10-12,2020-10-13,2020-10-14,2020-10-15,2020-10-16,2020-10-17,2020-10-18,2020-10-19,2020-10-20,2020-10-21,2020-10-22,2020-10-23,2020-10-24,2020-10-25,2020-10-26,2020-10-27,2020-10-28,2020-10-29,2020-10-30,2020-10-31,2020-11-01,2020-11-02,2020-11-03,2020-11-04,2020-11-05,2020-11-06,2020-11-07,2020-11-08,2020-11-09,2020-11-10,2020-11-11,2020-11-12,2020-11-13,2020-11-14,2020-11-15,2020-11-16,2020-11-17,2020-11-18,2020-11-19,2020-11-20,2020-11-21,2020-11-22,2020-11-23,2020-11-24,2020-11-25,2020-11-26,2020-11-27,2020-11-28,2020-11-29,2020-11-30,2020-12-01,2020-12-02,2020-12-03,2020-12-04,2020-12-05,2020-12-06,2020-12-07,2020-12-08,2020-12-09,2020-12-10,2020-12-11,2020-12-12,2020-12-13,2020-12-14,2020-12-15,2020-12-16,2020-12-17,2020-12-18,2020-12-19,2020-12-20,2020-12-21,2020-12-22,2020-12-23,2020-12-24,2020-12-25,2020-12-26,2020-12-27,2020-12-28
CA-Orange,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,4,5,5,6,9,14,14,17,22,29,53,65,78,95,125,152,187,256,321,403,431,464,502,606,656,711,786,834,882,931,1016,1079,1138,1221,1277,1283,1299,1376,1425,1501,1556,1636,1676,1691,1753,1827,1845,1969,2074,2126,2151,2252,2393,2537,2636,2743,2819,2873,3004,3092,3240,3380,3502,3557,3602,3749,3968,4125,4222,4376,4434,4500,4742,4841,4941,5157,5336,5469,5578,5646,5744,5923,6100,6261,6474,6574,6678,6783,7064,7321,7440,7527,7614,7737,7987,8153,8269,8573,8759,8999,9197,9292,9576,9988,10422,10595,10737,11016,11511,11960,12462,12608,13064,13843,14413,15065,15778,16191,16854,17882,18892,20225,21517,22650,23901,24715,25255,26120,27031,27904,28309,29011,29426,29986,30976,31743,32648,33358,33953,34373,34646,34833,35272,35778,36196,36833,37391,37813,38066,38131,38711,38754,39076,39641,40527,40527,41823,42171,42854,43367,43709,43925,44212,44507,44936,45308,45801,45954,46307,46642,47090,47459,47782,48190,48444,48538,48825,49142,49142,49258,49509,49732,49845,49996,50190,50471,50613,50760,50930,50974,51124,51259,51399,51646,51873,52063,52201,52382,52538,52622,52904,53069,53315,53448,53557,53751,53909,54118,54357,54640,54760,54898,55042,55183,55345,55531,55775,55892,56070,56283,56436,56587,56672,56868,57071,57373,57635,57848,58010,58326,58573,58725,58980,59213,59442,59718,59882,60115,60298,60604,60841,61112,61421,61743,62255,62563,62830,63165,63460,64058,64586,65225,65605,65957,66585,67167,68336,69142,69694,71116,71953,73152,73152,75095,76761,77819,78553,79343,80551,81653,82887,84853,86878,88842,90513,93126,94647,97302,99393,102514,105764,108602,112893,115260,118367,121681,125574,128780,130444,134850,138310,141205,144542,147463,149607
CA-Riverside,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,6,8,8,14,14,15,15,16,22,28,28,29,46,57,68,105,149,183,195,291,371,371,493,493,638,799,946,1016,1179,1280,1350,1431,1619,1619,1961,1961,2105,2457,2457,2638,2847,2847,2960,3218,3315,3315,3563,3643,3735,3942,4031,4079,4079,4180,4354,4454,4672,4756,4756,4992,4992,5189,5248,5248,5440,5618,5618,5618,5952,6053,6184,6343,6464,6464,6464,7004,7139,7139,7341,7486,7486,7486,7982,8155,8155,8303,8777,8777,8777,9206,9590,9911,10240,10490,10490,10490,11285,11694,11951,12467,12778,12778,12778,13800,14431,14905,15142,15643,15643,15643,16634,17296,18041,18720,19450,19450,19450,20555,21101,21957,23334,24765,24765,24765,25748,26481,27371,28177,28695,28695,28695,29983,30890,31982,32813,33467,33467,33467,33467,35187,36159,36629,37011,37011,37011,37011,38487,38487,39741,40452,40452,40452,41983,41983,43376,43983,45662,45662,45662,45662,47490,48630,48956,49482,49482,49944,50744,51200,51538,51734,51860,51860,51918,52909,53153,53306,53703,53987,53987,53987,53987,54572,54735,54868,55073,55073,55073,55766,55986,56201,56374,56681,56681,56681,57419,57482,57695,57883,58178,58178,58178,58932,59173,59405,59488,59934,59934,59991,60738,60867,61133,61416,61824,61824,61845,62112,62553,62900,63125,63284,63284,63284,64075,64668,65056,65386,65757,65757,65902,66732,66993,67299,67552,68050,68050,68178,68920,69407,69827,70309,70696,70696,71153,71620,72341,72341,73541,74180,74180,74910,75848,76724,77636,78009,78535,79613,80676,81565,82175,83685,85077,85774,85774,86854,87383,87722,88530,90089,92489,95255,98612,100088,103221,107620,111053,112950,115329,118335,119691,123715,131822,135751,141062,142375,146703,150422,151713,156834,158110,162435,166690,169360,174477
CA-Sacramento,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,10,11,17,17,29,29,33,40,40,45,53,53,53,88,88,113,113,164,164,164,224,224,224,314,390,390,442,462,525,580,580,653,653,707,739,816,853,879,896,914,925,940,954,971,987,1019,1019,1037,1045,1053,1068,1077,1090,1107,1117,1127,1133,1142,1153,1160,1165,1167,1173,1181,1183,1194,1211,1222,1237,1245,1250,1255,1266,1272,1289,1293,1302,1310,1319,1349,1373,1400,1400,1429,1439,1463,1490,1519,1537,1569,1588,1624,1642,1670,1704,1716,1753,1794,1825,1892,1940,1976,2069,2160,2243,2374,2440,2512,2666,2666,2776,3004,3223,3397,3559,3559,4004,4236,4236,4566,4776,4932,5152,5339,5489,5714,5938,6174,6395,6511,6693,6935,7326,7686,7971,8247,8554,8554,8903,9018,9418,9514,9664,9820,9820,10067,10122,10174,10174,10544,10544,10795,10795,12040,12274,12274,13216,13615,13615,13615,14326,14602,14760,14764,15246,15247,15516,16331,16623,16742,16909,17150,17150,17588,18052,18052,18413,18607,18813,18813,18955,19128,19460,19524,19669,19669,20063,20184,20435,20545,20660,20961,21171,21171,21297,21628,21628,21800,21872,22026,22183,22269,22356,22438,22590,22654,22755,22855,23076,23162,23245,23363,23420,23523,23649,23689,23778,23850,23969,24060,24102,24192,24304,24425,24582,24811,24957,25094,25264,25372,25445,25601,25750,25882,26018,26185,26316,26442,26716,26884,27043,27278,27530,27773,28059,28237,28721,29014,29510,29837,30298,30601,30999,31387,31852,32411,32865,33133,33421,34186,35143,35739,35854,36579,36905,37415,37884,38999,39367,40305,41096,41878,42808,43426,44688,45336,46479,47473,48319,49480,50304,51076,52182,53189,54003,55169,56017,57082,58001,59661,60596,61630,62435,63416
CA-San Bernardino,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,5,9,10,17,17,31,38,54,54,76,76,111,125,183,254,304,353,372,373,530,547,641,729,810,810,887,977,977,996,1032,1219,1286,1406,1489,1489,1608,1666,1666,1732,1772,1827,1928,2058,2113,2182,2182,2182,2329,2432,2562,2629,2902,2902,3015,3078,3153,3198,3311,3463,3511,3593,3707,3795,3984,4146,4315,4365,4365,4567,4567,4914,5034,5200,5246,5355,5501,5650,5650,5930,6040,6040,6247,6417,6593,6742,6976,7161,7359,7515,7796,8014,8454,8714,8959,9156,9361,10010,10407,10769,11290,11290,11501,11797,12550,12746,13152,13676,13676,14922,15345,15932,16586,17414,18275,18912,19043,19502,20456,21468,21468,23238,23566,23772,24099,25067,25775,26185,26796,26796,27992,27992,29962,32309,32309,32309,32696,32980,33432,34017,34237,34635,34939,35452,35712,36072,36072,38290,38290,39374,40338,41124,41564,42150,42947,43469,43943,44603,45035,45246,45666,46051,46407,46892,47145,47373,47642,47879,48245,48615,48615,49325,49558,49691,49691,49909,50210,50385,50543,50699,50709,50978,51252,51467,51750,52287,52471,52649,52873,53121,53359,53669,54386,54478,54482,54849,55203,55394,55671,56011,56275,56400,56522,56823,57203,57517,57834,57974,58125,58579,58936,59169,59463,59602,59696,59779,60621,60945,61550,61726,62353,62619,62774,63367,63850,64131,64367,64952,65207,65331,65997,66656,67196,67777,68242,68721,68865,70347,71072,71847,73001,73915,74166,74929,76685,78298,80318,81328,84201,84531,85176,87542,88453,88469,90222,92164,93019,93671,94106,96657,99104,100787,103911,106770,107928,108946,111518,115641,120186,124264,126738,127791,129522,137548,144455,151113,157655,159883,163945,168307,170885,174091,176866,181812,185111,186776
CA-San Diego,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,5,8,10,16,55,55,60,80,127,127,155,201,226,238,293,341,413,484,515,603,733,849,966,1112,1209,1326,1404,1454,1530,1628,1693,1761,1804,1847,1930,2012,2087,2158,2213,2268,2325,2491,2643,2826,2943,2943,3043,3141,3432,3432,3564,3711,3927,3927,4020,4319,4319,4429,4662,4776,5065,5161,5161,5391,5391,5662,5836,5836,6026,6140,6140,6315,6559,6559,6701,6797,6882,7100,7100,7385,7481,7481,7554,7674,7798,7940,8345,8345,8619,8619,8837,8998,8998,9314,9440,9610,9730,9730,10092,10350,10484,10794,11096,11294,11626,11961,12401,12837,13334,13832,14149,14623,15207,15696,15696,16726,16726,17578,17842,18402,18863,19371,19371,19929,20887,21446,21855,21855,23114,23682,24135,24520,25107,25608,26098,26098,26701,27507,27507,28287,28688,29048,29048,29883,29883,30516,30516,31127,31127,31779,32330,32975,32975,33157,33393,34065,34065,34344,34678,34960,35376,35608,35912,36203,36540,36727,36994,37222,37499,37784,38047,38300,38604,38871,39121,39446,39899,40342,40650,40652,40868,41324,41608,41969,42414,42679,42887,43181,43445,43619,44007,44293,44577,44925,45147,45425,45596,46001,46331,46610,46734,46985,47180,47485,47791,48200,48436,48660,48821,49175,49466,49823,50143,50551,50746,51024,51327,51470,51781,51982,52355,52735,53000,53263,53498,53928,54314,54583,54941,55210,55540,55898,56369,56750,57102,57409,57702,58106,58636,59116,59656,59682,60570,61053,61085,62334,62945,63681,64768,65601,66319,67241,68140,69231,70709,71648,72815,74361,75305,75307,76359,80018,81084,82043,83421,84638,86142,88181,90468,92171,94169,95445,97549,99599,99601,102468,107372,109578,111441,114248,116852,120463,122972,126465,129717,132098,134696,136955,136955,142647,145779,147530
CA-San Joaquin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,6,8,8,8,13,14,17,25,31,31,41,51,68,71,90,93,113,123,136,151,173,180,185,191,206,217,223,237,253,257,266,293,314,341,365,371,400,415,428,449,460,487,495,505,512,528,529,540,543,557,560,570,574,578,579,581,597,605,612,621,629,638,644,659,670,689,699,709,716,733,752,752,752,752,771,771,842,858,858,858,908,982,1080,1080,1080,1118,1161,1195,1259,1309,1388,1444,1547,1652,1716,1749,1888,1927,1927,2519,2519,2519,2560,2742,2884,3031,3093,3093,3291,3856,3914,4298,4474,4474,4474,4474,5600,5817,6065,6279,6279,6279,6988,7216,7428,7680,7819,7819,7819,8321,8799,9595,9826,10126,10126,10126,10675,10923,11209,11342,11483,11483,11483,11885,11958,12034,12119,12119,12303,12303,12864,13870,13870,14276,14651,14651,14651,15008,15201,15379,15677,15778,15888,16068,16131,16565,16795,16845,16989,17114,17493,17637,17807,17915,18194,18331,18438,18557,18558,18558,18558,18558,18854,19019,19108,19364,19564,19623,19701,19793,19793,19793,19841,20019,20060,20126,20194,20194,20194,20245,20357,20411,20457,20485,20485,20485,20569,20731,20779,20828,20828,20828,20828,20828,20828,21064,21100,21138,21187,21187,21187,21196,21436,21473,21528,21630,21630,21630,21729,21906,21988,21994,22106,22106,22106,22167,22365,22450,22556,22635,22635,22635,22740,22993,23001,23224,23517,23517,23517,23734,24171,24335,24450,24649,24649,24649,24804,25318,25675,25738,25741,25742,25742,25920,26432,26784,27239,27806,28105,28188,28188,30225,30579,31228,32044,32200,32200,32522,33849,35010,35894,36484,37340,38268,38811,39423,40695,41324,42089,42887,43529
CA-Santa Clara,0,0,0,0,0,0,0,0,0,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,9,11,11,20,20,32,38,38,43,48,52,79,95,95,138,155,175,189,196,263,263,302,375,459,542,574,591,646,848,890,956,1019,1019,1148,1207,1207,1285,1380,1380,1442,1484,1566,1666,1666,1793,1833,1870,1870,1870,1922,1922,1962,1987,2018,2040,2084,2105,2122,2134,2163,2179,2205,2231,2244,2255,2268,2281,2290,2307,2339,2341,2362,2364,2391,2391,2418,2453,2453,2483,2492,2492,2492,2571,2617,2652,2675,2688,2701,2707,2731,2776,2776,2819,2832,2850,2892,2920,2942,2973,3017,3032,3063,3117,3157,3197,3230,3254,3288,3363,3398,3458,3547,3606,3727,3832,3888,3984,3984,4162,4265,4370,4572,4750,4849,5077,5273,5408,5478,5552,5678,5863,5983,6298,6542,6725,6951,7046,7131,7300,7456,7795,8046,8321,8533,8719,8833,9041,9215,9215,9612,9731,9913,10321,10626,10794,11030,11030,11336,11336,11475,11687,12694,12962,12962,13059,13865,13865,14207,14429,14636,15085,15258,15496,15496,15688,16151,16151,16306,16393,16607,17013,17013,17349,17349,17802,17993,18190,18190,18611,18611,18717,18854,18854,19143,19417,19549,19613,19683,19760,19891,20129,20252,20410,20511,20587,20648,20756,20882,21030,21153,21241,21294,21379,21457,21605,21734,21840,21926,21978,22056,22154,22312,22419,22555,22644,22741,22801,22859,22974,23052,23224,23355,23458,23591,23679,23881,24014,24144,24313,24425,24558,24665,24867,24986,25139,25277,25421,25543,25705,25883,26137,26490,26747,26972,27124,27299,27648,27977,28307,28686,29023,29297,29631,30025,30411,30676,31103,31603,32049,32454,32985,33732,34292,35085,35457,35945,36673,37517,38388,39193,40624,41316,43001,44039,45178,45986,48015,49216,50315,51233,52414,53885,54905,56334,57452,58637,59923,61090,61742,63302,64974,66270
CA-Stanislaus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,2,2,3,3,5,5,5,5,5,8,11,12,13,17,23,29,31,33,39,44,51,58,65,71,81,90,95,103,116,121,131,146,163,177,187,206,221,226,232,236,251,264,264,286,294,312,339,339,380,380,411,411,428,461,461,476,488,496,508,517,517,537,537,559,571,571,593,598,598,611,621,629,646,659,670,683,683,699,744,744,750,767,792,816,840,865,937,937,1023,1072,1072,1110,1212,1242,1267,1267,1322,1473,1514,1599,1639,1714,1789,1871,1940,2000,2115,2165,2165,2310,2391,2391,2531,2660,2660,2889,3004,4364,4364,4633,4732,4973,5356,5517,5777,6077,6077,6344,6508,6835,6984,7401,7603,7603,7861,7994,8228,8492,8745,8890,8890,9061,9221,9308,9308,9408,9408,9566,9665,10264,10264,10855,11592,11953,11953,12379,12541,12668,12935,13084,13120,13282,13380,13483,13521,13886,14101,14257,14482,14544,14710,14786,14902,15021,15162,15277,15382,15441,15635,15685,15749,15838,15926,15976,15976,16052,16052,16150,16229,16289,16319,16351,16398,16425,16436,16452,16452,16452,16471,16496,16512,16573,16628,16703,16737,16759,16767,16804,16886,16950,17002,17038,17076,17087,17130,17160,17198,17244,17292,17341,17354,17403,17455,17509,17572,17629,17686,17714,17760,17814,17872,17928,17979,18027,18076,18134,18204,18286,18368,18386,18549,18614,18711,18852,18992,19144,19276,19397,19510,19658,19802,19964,20144,20370,20658,20932,21145,21145,21460,21585,21714,22162,22399,22624,22876,23274,23763,24047,24461,24807,25271,25675,25936,26361,26744,27398,27798,28266,28667,29040,29533,29992,30549,31106,31568,31914,31914,32881,33148,33623
CA-Tulare,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,3,4,7,7,11,12,16,17,17,18,20,24,29,35,43,45,74,81,81,116,135,157,157,168,203,203,227,264,296,352,372,382,397,411,422,422,441,453,472,491,504,532,578,626,640,680,720,743,757,858,916,969,1013,1079,1140,1159,1241,1268,1295,1338,1426,1430,1436,1539,1552,1603,1641,1641,1641,1641,1771,1796,1835,1844,1844,1844,1897,2004,2026,2083,2116,2116,2116,2220,2381,2432,2475,2564,2564,2564,2664,2664,2881,3004,3046,3046,3046,3177,3434,3533,3646,3705,3705,3705,3872,4156,4323,4521,4627,4627,4627,5009,5175,5298,5509,5678,5678,5678,5942,6209,6332,6480,6683,6683,6683,6896,7120,7603,7876,8210,8210,8210,8534,8862,9076,9241,9454,9454,9454,9745,9990,10078,10334,10475,10475,10475,10862,11549,11643,11847,12105,12105,12105,12451,12718,12836,12836,13022,13117,13196,13303,13431,13609,13673,13775,13884,13890,14079,14079,14305,14442,14552,14677,14677,14677,14677,14816,14967,15043,15114,15114,15114,15270,15361,15486,15517,15599,15599,15599,15687,15782,15829,15897,15970,15970,15970,16071,16204,16267,16322,16399,16399,16399,16490,16607,16634,16718,16794,16794,16794,16890,16976,17015,17072,17120,17120,17120,17206,17317,17365,17425,17495,17495,17495,17590,17678,17730,17800,17852,17852,17852,17947,18053,18117,18208,18312,18312,18312,18429,18610,18610,18741,18896,18896,18896,19054,19320,19461,19553,19673,19752,19818,19882,20352,20550,20649,20649,20701,20793,20913,21645,21789,22088,22386,22660,22756,22857,23662,24239,24624,25042,25333,25496,25735,27026,27500,27852,28322,28734,29078,29482,30051,30422,30827,31323,31665,31864
CO-Adams,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,6,6,8,10,10,10,12,14,18,25,27,38,50,71,95,110,152,181,212,260,294,320,354,367,388,417,475,543,593,647,693,726,758,805,860,894,915,968,996,1033,1082,1252,1302,1348,1391,1430,1490,1585,1665,1730,1780,1815,1883,1952,2046,2117,2205,2242,2278,2322,2374,2448,2520,2575,2613,2640,2675,2737,2759,2802,2856,2869,2908,2964,3006,3070,3142,3224,3258,3291,3338,3379,3458,3515,3552,3575,3605,3627,3643,3663,3698,3729,3743,3759,3771,3791,3819,3852,3872,3909,3932,3941,3971,4013,4058,4093,4148,4170,4185,4226,4267,4287,4322,4362,4400,4478,4546,4588,4669,4719,4757,4788,4847,4916,4972,5024,5058,5094,5133,5184,5248,5312,5433,5535,5587,5626,5713,5794,5868,5957,6018,6090,6115,6181,6248,6307,6375,6438,6491,6529,6581,6621,6677,6721,6771,6816,6848,6899,6967,7021,7021,7132,7166,7188,7248,7285,7331,7404,7445,7482,7507,7578,7623,7663,7663,7745,7790,7823,7863,7887,7921,7954,7996,8050,8103,8154,8225,8264,8335,8410,8448,8509,8609,8684,8773,8872,8972,9099,9149,9256,9359,9491,9600,9725,9824,9900,10001,10136,10286,10406,10588,10722,10797,10962,11085,11303,11497,11665,11831,12020,12200,12408,12677,12818,13065,13344,13724,13945,14173,14411,14830,15216,15538,15877,16234,16635,17104,17503,17894,18226,18690,19178,19705,20346,21175,21789,22149,22905,23339,23832,24504,25092,25696,26129,26474,26819,27228,27838,28347,28784,29130,29665,30241,30538,31038,31535,32044,32334,32758,33275,33551,34021,34484,34945,35145,35483,35725,36030,36396,36782,36997,37203,37499,37701,37934,38210,38525,38691,38849,39072
CO-Arapahoe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,3,7,10,15,15,18,22,22,29,40,45,58,69,88,119,155,204,241,288,333,381,441,500,552,608,652,718,764,877,931,998,1083,1142,1183,1243,1342,1419,1498,1536,1602,1649,1717,1824,2030,2083,2160,2252,2312,2389,2472,2557,2625,2706,2758,2883,2977,3089,3148,3228,3272,3313,3370,3464,3526,3583,3652,3703,3767,3827,3889,3943,3974,4027,4039,4075,4121,4166,4201,4254,4353,4394,4416,4453,4496,4553,4591,4626,4637,4663,4687,4709,4723,4754,4788,4803,4818,4826,4861,4885,4905,4921,4941,4975,4993,5022,5066,5100,5127,5157,5172,5202,5234,5267,5300,5329,5354,5369,5421,5459,5510,5583,5627,5647,5682,5734,5789,5854,5934,5990,6032,6075,6140,6197,6276,6373,6470,6541,6570,6691,6749,6798,6877,6932,7006,7023,7093,7156,7194,7234,7286,7311,7340,7377,7405,7461,7497,7547,7594,7610,7646,7669,7706,7706,7791,7832,7853,7907,7928,7968,8014,8046,8067,8096,8141,8179,8214,8214,8276,8299,8311,8332,8361,8401,8434,8470,8510,8553,8606,8649,8701,8753,8802,8838,8873,8940,8999,9071,9141,9185,9239,9298,9354,9417,9481,9572,9635,9690,9750,9851,9909,9995,10080,10217,10326,10426,10572,10665,10783,10911,11029,11142,11252,11378,11529,11661,11766,11939,12147,12481,12654,12810,13050,13313,13645,13956,14226,14502,14787,15182,15581,15965,16332,16769,17221,17664,18205,18935,19430,19897,20549,20970,21540,22200,22728,23394,23795,24172,24552,24917,25535,25936,26391,26753,27228,27727,28064,28683,29191,29769,30170,30569,30989,31320,31763,32306,32681,32946,33292,33538,33883,34227,34651,34934,35187,35449,35728,36007,36328,36692,36844,36976,37162
CO-Denver,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,3,4,6,9,17,23,28,28,41,45,61,79,97,125,148,176,214,262,312,367,408,465,539,586,643,716,769,825,847,884,927,1031,1113,1182,1247,1346,1402,1468,1549,1636,1723,1784,1880,2004,2071,2172,2385,2487,2583,2682,2791,2890,3001,3092,3222,3345,3428,3546,3674,3799,3892,4001,4070,4118,4187,4254,4359,4452,4548,4656,4720,4790,4858,4948,5056,5151,5173,5216,5269,5316,5434,5569,5690,5775,5802,5854,5917,5977,6041,6079,6106,6138,6176,6204,6232,6257,6301,6330,6376,6401,6445,6493,6565,6603,6630,6663,6700,6775,6835,6901,6947,7007,7065,7091,7149,7228,7279,7319,7344,7392,7477,7563,7651,7759,7832,7902,7952,8011,8098,8164,8254,8320,8371,8429,8532,8650,8809,8939,9101,9205,9256,9387,9482,9529,9623,9693,9777,9813,9876,9968,10052,10122,10173,10224,10263,10319,10370,10426,10471,10508,10572,10607,10651,10691,10732,10732,10842,10901,10931,11038,11038,11077,11147,11196,11225,11265,11307,11339,11366,11366,11479,11500,11557,11579,11592,11627,11685,11760,11816,11883,11976,12055,12127,12235,12313,12422,12494,12588,12689,12785,12910,13011,13116,13208,13298,13359,13474,13593,13711,13811,13894,14024,14135,14298,14469,14645,14821,14926,15103,15222,15383,15590,15774,15947,16117,16240,16386,16592,16812,17096,17407,17787,18037,18256,18539,18937,19441,19878,20312,20621,20977,21546,22103,22637,23218,23816,24239,24769,25544,26396,26988,27719,28201,28834,29423,30321,31073,32087,32533,33019,33650,34212,35075,35490,35906,36243,36704,37106,37510,38219,38770,39327,39770,40176,40458,40762,41309,41760,42288,42578,42850,43034,43344,43765,44197,44489,44748,44975,45260,45575,45920,46258,46455,46570,46708
